"y" "x1" "x2" "x3" "x4" "x5" "x6" "x7" "x8" "x9" "x10" "x11" "x12" "x13" "x14" "x15" "z"
"1" -1.32736607034512 -1.08382007685217 0.00169352244723157 -1.21977031857699 -0.441943808364309 0.277857230814585 -0.160862519036991 0.621837099992292 0.562591421984915 -0.770519384604926 -0.623890012858775 0.0864764156851817 -1.25529725768284 -0.886713557438205 -0.579303243613108 1.12037360669749 1
"2" -0.0725973769160173 0.776662960638251 3.01281036144979 1.12420707030165 0.649345556444425 -0.0203236477239014 -0.897262470453592 -0.0135485843777577 1.58446138926268 0.0474362499569007 1.55619539012414 0.992202440673926 -1.25529725768284 -0.0369323838443515 -0.850281331367564 -0.221340132768004 1
"3" -0.985536320583031 0.450251725985772 0.141024688872314 1.40420090757747 0.83439306860122 0.474320586037644 -0.07710839480782 -0.220217516113389 1.11822662006433 0.166728329730508 0.613651265564576 0.390682483026768 -1.25529725768284 -0.408966881331799 -0.613651265564576 0.0876880039475921 1
"4" -0.774285838090007 2.20908143985162 1.47673267928515 1.28021400205586 0.440721851515146 -1.01170836658812 0.42583859257986 -0.852707885607503 3.02398196987483 0.599423172336537 1.12506626956531 -0.599423172336537 -1.25529725768284 -0.0247993977041509 -0.228899633551586 0.183632532872577 1
"5" -1.03614481065439 -0.558706391313054 0.154720721892383 -1.18515763399905 -0.352066385171761 -0.0610042981068072 -1.60686251488672 -1.65334788073268 0.443178476792303 0.197719183260731 -1.38774697469972 -1.27365481391131 -0.498834386379746 -0.00227119759427427 -0.655005894375425 0.316768907886224 1
"6" -1.53343692387893 -0.799890167377345 -0.103487792450936 -1.40614822156906 -0.669498873081228 0.680358287244624 -1.94045624140718 -1.43317673603585 0.710294185237989 -0.336428398980479 0.605506024715915 -0.0762818064731106 -0.712989365920312 -1.37700591041856 -0.390682483026768 -0.0074577719443446 1
"7" -0.740576597648413 0.211093468455145 0.8772538338146 1.20033921806859 0.771361459719013 0.623890012858775 -0.61967923684556 1.08776767198891 2.09366715144653 0.0135485843777578 1.68713276901163 0.599423172336537 -0.247525512219877 -0.185079928999514 0.323914964540419 1.00749599856823 1
"8" -0.243604668702813 2.05055317474691 -0.379745133895965 -0.0179592203926905 0.138966323276587 -0.381564863523512 0.702594863188211 -1.1475597524661 0.0745847949196617 0.0491317314540784 0.209820611130582 -0.0474362499569006 -0.133313228231012 -1.06185318397448 -0.118823338485402 0.062160290519812 1
"9" -1.75413249866126 0.626992469632579 2.72069462989994 1.72701051389684 0.659834112747472 -0.347195883030048 0.0536608450896722 0.0932777139584097 1.91568733029119 0.0949786954084635 0.112004330029827 -0.137604876846426 -1.25529725768284 -0.864456854708023 -0.518337083203808 -0.752427564607664 1
"10" -0.372814277739582 -0.182363120039049 0.691050239886198 0.411084715546322 1.88704345344677 1.16398601729116 -0.305647023491645 0.340013201254048 -1.39306236630869 1.4473938014769 0.874775752496659 -0.60347594755537 0.497750918790625 0.194879574521069 1.12506626956531 -0.417913113526899 1
